Referenz,Version,Vorbestimmt,Typ,EAN13,Familie,Katalog,Nationaltarif,Garantie,"Etiqueta V/f","Full de dades",Beschreibung,masterfile.tender_text,masterfile.codi_duaner,Material,Fertig,Lang,Breite,Höhe,Projektion,Lichtquelle,"Eine Glühbirne einschließen",Energieeffizienz,"Masterbox Einheiten","Produkt aus dem Katalog entfernt",Produktstart,"Verpacktes Gewicht (kg)","Weight master box","Pes net (Kg)","Volumen Einheit (m3)","Volume Master box (m3)","Length Box 1","Kastenbreite 1","Höhenkiste 1","Length Box 2","Kastenbreite 2","Höhenkiste 2","Length Box 3","Kastenbreite 3","Höhenkiste 3","Length MB 1","Breitbahn 1","Höhe MB 1","Length MB 2","Breitbahn 2","Höhe MB 2","Length MB 3","Breitbahn 3","Höhe MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Temperatur de color LED (K)",CRI,Lichtstrahl,Regulierungstyp,IP,IK,"Web Bild","Umgebungsbild 1","Umgebungsbild 2","Umgebungsbild 3","Detailbild 1","Detailbild 2",IMC,EE,Fotometrie,masterfile.ploma_comercial,Zubehör,3D,masterfile.ies,masterfile.ldt,Kenia-Code,"RETILAP Codi","Marroc Codi","Landeskodex 4","Landeskodex 5","Landeskode 6",Model
TC-0010-BLA,V0,Nein,Deckeneinbauleuchten,8445386075143,"Easy Circular ø145 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0010-BLA.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 9W 6000K SCHALTBAR WEISS 702LM","LedsC4 Easy Circular ø145 Recessed TC-0010-BLA  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.17 Breite oder Durchmesser des Produkts (mm): ø145 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 130 Zulässige Stärke der Decke: 0-12mm Gewicht in kg (verpackt): 0.23  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 8.1W. Farbtemperatur: 6000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.8. Photobiologisches Risiko: RG0. Lichtstrom (lm): 702. Nominaler Lichtstrom (lm): 1350. Reale Lm/W: 78. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 9. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Weiß, Opal weiß",,ø145,22,,"1xLED 8.1 1350.00 lm",Ja,D,40,"Inactivo DE",2021,"0,23","9,2","0,17","0,001","0,04",152,45,152,,,,,,,,,,,,,,,,9,"1350,00",702,6000K,80,"ULTRA HORIZONTAL",Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0010-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0010-BLA,,,https://files.ledsc4.com/detail-photo/1/TC-0010-BLA,https://files.ledsc4.com/detail-photo/2/TC-0010-BLA,https://files.ledsc4.com/imc/TC-0010-BLA.html,https://files.ledsc4.com/el/TC-0010-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0015-BLA,V0,Ja,Deckeneinbauleuchten,8445386075167,"Easy Square 145mm Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0015-BLA.html,"DOWNLIGHT IP54 EASY SQUARE LED 9W 4000K SCHALTBAR WEISS 685LM","LedsC4 Easy Square 145mm Recessed TC-0015-BLA  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.19 Produktlänge (mm): 145 Breite oder Durchmesser des Produkts (mm): 145 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 130  x 130 Zulässige Stärke der Decke: 0-12mm Gewicht in kg (verpackt): 0.26  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 8.1W. Farbtemperatur: 4000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.8. Photobiologisches Risiko: RG0. Lichtstrom (lm): 685. Nominaler Lichtstrom (lm): 1325. Reale Lm/W: 76. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 9. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Weiß, Opal weiß",145,145,22,,"1xLED 8.1 1325.00 lm",Ja,E,40,"Inactivo DE",2021,"0,26","10,4","0,19","0,001","0,04",172,45,150,,,,,,,,,,,,,,,,9,"1325,00",685,4000K,80,"ULTRA HORIZONTAL",Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0015-BLA,,,,,,https://files.ledsc4.com/imc/TC-0015-BLA.html,https://files.ledsc4.com/el/TC-0015-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0016-BLA,V0,Ja,Deckeneinbauleuchten,8445386075174,"Easy Square 145mm Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0016-BLA.html,"DOWNLIGHT IP54 EASY SQUARE LED 9W 6000K SCHALTBAR WEISS 702LM","LedsC4 Easy Square 145mm Recessed TC-0016-BLA  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.19 Produktlänge (mm): 145 Breite oder Durchmesser des Produkts (mm): 145 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 130  x 130 Zulässige Stärke der Decke: 0-12mm Gewicht in kg (verpackt): 0.26  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 8.1W. Farbtemperatur: 6000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.8. Photobiologisches Risiko: RG0. Lichtstrom (lm): 702. Nominaler Lichtstrom (lm): 1350. Reale Lm/W: 78. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 9. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Weiß, Opal weiß",145,145,22,,"1xLED 8.1 1350.00 lm",Ja,D,40,"Inactivo DE",2021,"0,26","10,4","0,19","0,001","0,04",172,45,150,,,,,,,,,,,,,,,,9,"1350,00",702,6000K,80,"ULTRA HORIZONTAL",Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0016-BLA,,,,,,https://files.ledsc4.com/imc/TC-0016-BLA.html,https://files.ledsc4.com/el/TC-0016-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0024-GRI,V0,Nein,Deckeneinbauleuchten,8445386075235,"Easy Circular ø225 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0024-GRI.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 20W 4000K SCHALTBAR GRAU 1832LM","LedsC4 Easy Circular ø225 Recessed TC-0024-GRI  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Grau. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.33 Breite oder Durchmesser des Produkts (mm): ø225 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 205 Zulässige Stärke der Decke: 0-12mm Gewicht in kg (verpackt): 0.44  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 19.8W. Farbtemperatur: 4000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.6. Photobiologisches Risiko: RG0. Lichtstrom (lm): 1832. Nominaler Lichtstrom (lm): 2720. Reale Lm/W: 87. Spannungs-/Frequenzbereich: 220-240V, 50/60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 21. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Grau, Opal weiß",,ø225,22,,"1xLED 19.8 2720.00 lm",Ja,E,20,"Inactivo DE",2021,"0,44","8,8","0,33","0,003","0,06",235,45,230,,,,,,,,,,,,,,,,21,"2720,00",1832,4000K,80,HORIZONTAL,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0024-GRI,https://files.ledsc4.com/ambience-photo/1/TC-0024-GRI,,,https://files.ledsc4.com/detail-photo/1/TC-0024-GRI,https://files.ledsc4.com/detail-photo/2/TC-0024-GRI,https://files.ledsc4.com/imc/TC-0024-GRI.html,https://files.ledsc4.com/el/TC-0024-GRI.html,https://files.ledsc4.com/fm/TC-0024-GRI.html,,,,https://files.ledsc4.com/ies/TC-0024-GRI.html,https://files.ledsc4.com/ldt/TC-0024-GRI.html,,,DW-LED-II,,,,
TC-0025-GRI,V0,Nein,Deckeneinbauleuchten,8445386075242,"Easy Circular ø225 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0025-GRI.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 20W 6000K SCHALTBAR GRAU 1945LM","LedsC4 Easy Circular ø225 Recessed TC-0025-GRI  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Grau. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.33 Breite oder Durchmesser des Produkts (mm): ø225 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 205 Zulässige Stärke der Decke: 0-12mm Gewicht in kg (verpackt): 0.44  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 19.8W. Farbtemperatur: 6000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.6. Photobiologisches Risiko: RG0. Lichtstrom (lm): 1945. Nominaler Lichtstrom (lm): 2775. Reale Lm/W: 93. Spannungs-/Frequenzbereich: 220-240V, 50/60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 21. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Grau, Opal weiß",,ø225,22,,"1xLED 19.8 2775.00 lm",Ja,D,20,"Inactivo DE",2021,"0,44","8,8","0,33","0,003","0,06",235,45,230,,,,,,,,,,,,,,,,21,"2775,00",1945,6000K,80,HORIZONTAL,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0025-GRI,,,,https://files.ledsc4.com/detail-photo/1/TC-0025-GRI,https://files.ledsc4.com/detail-photo/2/TC-0025-GRI,https://files.ledsc4.com/imc/TC-0025-GRI.html,https://files.ledsc4.com/el/TC-0025-GRI.html,https://files.ledsc4.com/fm/TC-0025-GRI.html,,,,https://files.ledsc4.com/ies/TC-0025-GRI.html,https://files.ledsc4.com/ldt/TC-0025-GRI.html,,,DW-LED-II,,,,
TC-0026-BLA,V0,Ja,Deckeneinbauleuchten,8445386075259,"Easy Square 225mm Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0026-BLA.html,"DOWNLIGHT IP54 EASY SQUARE LED 20W 3000K SCHALTBAR WEISS 1755LM","LedsC4 Easy Square 225mm Recessed TC-0026-BLA  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.41 Produktlänge (mm): 225 Breite oder Durchmesser des Produkts (mm): 225 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 205 x 205 Zulässige Stärke der Decke: 0-12mm Gewicht in kg (verpackt): 0.53  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 19.8W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.6. Photobiologisches Risiko: RG0. Lichtstrom (lm): 1755. Nominaler Lichtstrom (lm): 2590. Reale Lm/W: 84. Spannungs-/Frequenzbereich: 220-240V, 50/60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 21. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Weiß, Opal weiß",225,225,22,,"1xLED 19.8 2590.00 lm",Ja,E,20,"Inactivo DE",2021,"0,53","10,6","0,41","0,003","0,06",255,45,230,,,,,,,,,,,,,,,,21,"2590,00",1755,3000K,80,HORIZONTAL,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0026-BLA,,,,,,https://files.ledsc4.com/imc/TC-0026-BLA.html,https://files.ledsc4.com/el/TC-0026-BLA.html,https://files.ledsc4.com/fm/TC-0026-BLA.html,,,,https://files.ledsc4.com/ies/TC-0026-BLA.html,https://files.ledsc4.com/ldt/TC-0026-BLA.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0031-GRI,V0,Ja,Deckeneinbauleuchten,8445386075303,"Easy Square 225mm Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0031-GRI.html,"DOWNLIGHT IP54 EASY SQUARE LED 20W 6000K SCHALTBAR GRAU 1945LM","LedsC4 Easy Square 225mm Recessed TC-0031-GRI  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Grau. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.4 Produktlänge (mm): 225 Breite oder Durchmesser des Produkts (mm): 225 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 205 x 205 Zulässige Stärke der Decke: 0-12mm Gewicht in kg (verpackt): 0.52  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 19.8W. Farbtemperatur: 6000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 23.6. Photobiologisches Risiko: RG0. Lichtstrom (lm): 1945. Nominaler Lichtstrom (lm): 2775. Reale Lm/W: 93. Spannungs-/Frequenzbereich: 220-240V, 50/60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 21. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Grau, Opal weiß",225,225,22,,"1xLED 19.8 2775.00 lm",Ja,D,20,"Inactivo DE",2021,"0,52","10,4","0,4","0,003","0,06",250,45,230,,,,,,,,,,,,,,,,21,"2775,00",1945,6000K,80,HORIZONTAL,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0031-GRI,,,,,,https://files.ledsc4.com/imc/TC-0031-GRI.html,https://files.ledsc4.com/el/TC-0031-GRI.html,https://files.ledsc4.com/fm/TC-0031-GRI.html,,,,https://files.ledsc4.com/ies/TC-0031-GRI.html,https://files.ledsc4.com/ldt/TC-0031-GRI.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0038-BLA,V0,Ja,Deckeneinbauleuchten,8445386075655,"Easy Circular ø300 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0038-BLA.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 30W 3000K SCHALTBAR WEISS 2457LM","LedsC4 Easy Circular ø300 Recessed TC-0038-BLA  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.55 Breite oder Durchmesser des Produkts (mm): 300 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 280 Zulässige Stärke der Decke: 0-12 Gewicht in kg (verpackt): 0.74  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 28W. Farbtemperatur: 3000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 22.8. Photobiologisches Risiko: RG0. Lichtstrom (lm): 2457. Nominaler Lichtstrom (lm): 4145. Reale Lm/W: 84. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 29.4. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Weiß, Opal weiß",,300,22,,"1xLED 28 4145.00 lm",Ja,E,10,"Inactivo DE",2021,"0,74","7,4","0,55","0,005","0,05",305,45,305,,,,,,,,,,,,,,,,"29,4","4145,00",2457,3000K,80,,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0038-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0038-BLA,,,https://files.ledsc4.com/detail-photo/1/TC-0038-BLA,https://files.ledsc4.com/detail-photo/2/TC-0038-BLA,https://files.ledsc4.com/imc/TC-0038-BLA.html,https://files.ledsc4.com/el/TC-0038-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
TC-0039-BLA,V0,Nein,Deckeneinbauleuchten,8445386075662,"Easy Circular ø300 Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0039-BLA.html,"DOWNLIGHT IP54 EASY CIRCULAR LED 30W 4000K SCHALTBAR WEISS 2584LM","LedsC4 Easy Circular ø300 Recessed TC-0039-BLA  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.55 Breite oder Durchmesser des Produkts (mm): 300 Produkthöhe (mm): 22 Durchmesser des Einbaulochs (mm): 280 Zulässige Stärke der Decke: 0-12 Gewicht in kg (verpackt): 0.74  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 28W. Farbtemperatur: 4000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 22.8. Photobiologisches Risiko: RG0. Lichtstrom (lm): 2584. Nominaler Lichtstrom (lm): 4340. Reale Lm/W: 88. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 29.4. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Weiß, Opal weiß",,300,22,,"1xLED 28 4340.00 lm",Ja,E,10,"Inactivo DE",2021,"0,74","7,4","0,55","0,005","0,05",305,45,305,,,,,,,,,,,,,,,,"29,4","4340,00",2584,4000K,80,,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0039-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0039-BLA,,,https://files.ledsc4.com/detail-photo/1/TC-0039-BLA,https://files.ledsc4.com/detail-photo/2/TC-0039-BLA,https://files.ledsc4.com/imc/TC-0039-BLA.html,https://files.ledsc4.com/el/TC-0039-BLA.html,,,,,,,,,DW-LED-II,,,,
TC-0043-BLA,V0,Ja,Deckeneinbauleuchten,8445386075709,"Easy Square 300mm Recessed",Forlight,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/de/TC-0043-BLA.html,"DOWNLIGHT IP54 EASY SQUARE LED 30W 6000K SCHALTBAR WEISS 2633LM","LedsC4 Easy Square 300mm Recessed TC-0043-BLA  Deckeneinbauleuchten  Material Körper: Aluminium. Oberfläche Körper: Weiß. Material Diffusor: Polystyrol. Oberfläche Diffusor: Opal weiß. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 0.7 Produktlänge (mm): 300 Breite oder Durchmesser des Produkts (mm): 300 Produkthöhe (mm): 23 Durchmesser des Einbaulochs (mm): 280x280 Zulässige Stärke der Decke: 0-12 Gewicht in kg (verpackt): 0.9  Klasse 2. Leuchte nicht geeignet für die Abdeckung mit isolierenden Materialien. IP: IN IP20 / OUT IP54. LED. Anzahl der Lampenfassungen oder LEDs: 1. Maximale Leistung der Lichtquelle: 28W. Farbtemperatur: 6000K. Farbwiedergabeindex: 80. MacAdam-Steps: 5. Lebensdauer in Stunden: 36.000h L70B30. UGR: 22.8. Photobiologisches Risiko: RG0. Lichtstrom (lm): 2633. Nominaler Lichtstrom (lm): 4450. Reale Lm/W: 90. Spannungs-/Frequenzbereich: 220-240/50-60Hz. Spannung: 3. Netzteil inklusive: Ja. Gesamtleistung: 29.4. Leistungsfaktor: 0.90. dimmbares Betriebsgerät inklusive: Schaltbar.",9405119090,"Aluminium, Polystyrol","Weiß, Opal weiß",300,300,23,,"1xLED 28 4450.00 lm",Ja,D,10,"Inactivo DE",2021,"0,9",9,"0,7","0,006","0,06",330,45,305,,,,,,,,,,,,,,,,"29,4","4450,00",2633,6000K,80,,Schaltbar,"IN IP20 / OUT IP54",,https://files.ledsc4.com/main-photo/TC-0043-BLA,,,,,,https://files.ledsc4.com/imc/TC-0043-BLA.html,https://files.ledsc4.com/el/TC-0043-BLA.html,,,,,,,,RETILAP-DOWNLIGHT,DW-LED-II,,,,
PX-0201-CEM,V0,Ja,Deckenaufbauleuchte,8445386117096,ALMA,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/PX-0201-CEM.html,"DECKENAUFBAULEUCHTE IP44 ALMA GU10 8W ZEMENT","LedsC4 ALMA PX-0201-CEM  Deckenaufbauleuchte  Material Körper: Zement. Oberfläche Körper: Zement. Material Diffusor: Glas. Oberfläche Diffusor: Sandgestrahlt. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 1.25 Produktlänge (mm): 100 Breite oder Durchmesser des Produkts (mm): 100 Produkthöhe (mm): 110 Gewicht in kg (verpackt): 1.5  Klasse 1. IP: IP44. Gesamtleistung: 8.",9405199090,"Zement, Glas","Zement, Sandgestrahlt",100,100,110,,,Nein,"NA EPREL",8,"Discontinuo_NC DE",2022,"1,5",12,"1,25","0,005","0,04",156,156,162,,,,,,,,,,,,,,,,8,,,,,,,IP44,,https://files.ledsc4.com/main-photo/PX-0201-CEM,https://files.ledsc4.com/ambience-photo/1/PX-0201-CEM,https://files.ledsc4.com/ambience-photo/2/PX-0201-CEM,,https://files.ledsc4.com/detail-photo/1/PX-0201-CEM,https://files.ledsc4.com/detail-photo/2/PX-0201-CEM,https://files.ledsc4.com/imc/PX-0201-CEM.html,,,,,,,,,RETILAP-DECORATIVE,FX-INC-I,,,,
PX-0238-NEG,V0,Ja,Wandaufbaubauleuchte,8445386116020,Pristol,Forlight,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/PX-0238-NEG.html,"WANDAUFBAUBAULEUCHTE IP44 PRISTOL E27 15W SCHWARZ","LedsC4 Pristol PX-0238-NEG  Wandaufbaubauleuchte  Material Körper: Aluminium. Oberfläche Körper: Schwarz. Material Diffusor: Glas. Oberfläche Diffusor: Durchsichtig. Garantie: 5 Jahre.  Nettogewicht des Produkts (Kg): 1 Produktlänge (mm): 120 Breite oder Durchmesser des Produkts (mm): 120 Produkthöhe (mm): 225 Gewicht in kg (verpackt): 1.18  Klasse 1. IP: IP44. IK: IK06. Gesamtleistung: 15.",9405199090,"Aluminium, Glas","Schwarz, Durchsichtig",120,120,225,,,Nein,"NA EPREL",8,"Inactivo DE",2022,"1,18","9,44",1,"0,009","0,072",160,160,290,,,,,,,,,,,,,,,,15,,,,,,,IP44,IK06,https://files.ledsc4.com/main-photo/PX-0238-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0238-NEG,https://files.ledsc4.com/ambience-photo/2/PX-0238-NEG,https://files.ledsc4.com/ambience-photo/3/PX-0238-NEG,https://files.ledsc4.com/detail-photo/1/PX-0238-NEG,https://files.ledsc4.com/detail-photo/2/PX-0238-NEG,https://files.ledsc4.com/imc/PX-0238-NEG.html,,,,,,,,,RETILAP-APLIQUE,FX-INC-I,,,,
30-8550-81-37,V0,Ja,Ventilator,8445386132471,"Mariner ø1347mm",Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/de/30-8550-81-37.html,"VENTILATOR MARINER Ø1347MM E27 NICKEL SEIDENMATT NICKEL SEIDENMATT","LedsC4 Mariner ø1347mm 30-8550-81-37  Ventilator  Material Körper: Stahl. Oberfläche Körper: Nickel seidenmatt. Material Rotorblätter: Stahl. Oberfläche Rotorblätter: Nickel seidenmatt. Material Diffusor: Glas. Oberfläche Diffusor: Durchsichtig. Garantie: 2 Jahre.  Nettogewicht des Produkts (Kg): 5.9 Breite oder Durchmesser des Produkts (mm): 1347 Produkthöhe (mm): 427 Gewicht in kg (verpackt): 7.22  Klasse 1. IP: IP20. Gesamtleistung: 15.",8414510090,"Stahl, Glas","Nickel seidenmatt, Durchsichtig",,1347,427,,,Nein,"NA EPREL",1,"Eingestellt DE",2022,"7,22","7,22","5,9","0,046","0,046",690,276,243,,,,,,,,,,,,,,,,15,,,,,,,IP20,,https://files.ledsc4.com/main-photo/30-8550-81-37,,,,,,https://files.ledsc4.com/imc/30-8550-81-37.html,,https://files.ledsc4.com/fm/30-8550-81-37.html,,,https://files.ledsc4.com/3d/30-8550-81-37.html,https://files.ledsc4.com/ies/30-8550-81-37.html,https://files.ledsc4.com/ldt/30-8550-81-37.html,,,FX-INC-I,,,,
